Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
1299680,13-Jan-19,Arizona,Phoenix,2445 E Van Buren St,1,5
1295294,6-Jan-19,New Mexico,Roswell,1300 block of W College Blvd,0,4
1293054,4-Jan-19,California,Torrance,22501 Hawthorne Blvd,3,4
1292684,4-Jan-19,Virginia,Hurt,3197 Shula Dr,3,2
1292941,3-Jan-19,Arizona,Yuma,3800 block of E County 18½ St,1,3
1291779,2-Jan-19,Arkansas,Jonesboro,3516 Galaxy St,1,3
1289877,1-Jan-19,South Carolina,Columbia,1709 Decker Blvd,0,5
1289618,1-Jan-19,Florida,Tallahassee,2020 W Pensacola St,0,5
1891461,31-Dec-20,Indiana,Indianapolis,8215 Center Run Road,1,3
1890946,31-Dec-20,Oregon,Happy Valley,9200 block of SE Idleman Rd,0,4
1886974,26-Dec-20,Illinois,Rockford,4007 E State St,3,3
1886913,26-Dec-20,Florida,Tampa,N 20th St and E 7th Ave,2,2
1887059,26-Dec-20,Massachusetts,Lynn,Washington St and Quincy Ter,1,5
1886849,26-Dec-20,Florida,Miami,NW 61st St and NW 13th Ave,1,3
1886372,25-Dec-20,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4
1886721,25-Dec-20,Arkansas,Atkins,5180 Pine Ridge Rd,5,0
1886141,24-Dec-20,Florida,Lakeland,1500 block of Amos Ave,1,4
1885251,22-Dec-20,Mississippi,Meridian,Jeffrey Acres Rd,5,0
1882214,20-Dec-20,Connecticut,Bridgeport,456 Connecticut Ave,2,2
1881213,19-Dec-20,Illinois,Chicago,8936 S Cottage Grove Ave,0,6
1876727,13-Dec-20,West Virginia,Elkview,1384 Cemetery Hill Dr,4,0
1877043,12-Dec-20,California,San Bernardino,900 block of N Sierra Way,1,3
1876231,12-Dec-20,New York,Copiague,2336 Great Neck Rd,2,2
1876039,12-Dec-20,New York,Brooklyn,574 Warren St,0,4
1876552,12-Dec-20,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2
1877628,10-Dec-20,Georgia,Tifton,700 block of 17 1/2 St,0,4
1877122,10-Dec-20,Mississippi,Jackson,1805 Hospital Dr,0,5
1908063,8-Dec-20,West Virginia,Williamsburg,611 Flynns Creek Rd,6,0
1873798,8-Dec-20,Louisiana,Lacombe,28399 Palmer Dr,2,3
1870827,6-Dec-20,Texas,Venus,6100 N FM 157,0,6
1871627,5-Dec-20,California,Hayward,25000 block of Eldridge Ave,1,3
1870840,5-Dec-20,North Carolina,Autryville,10101 Gip Rd,0,6
1869748,4-Dec-20,Illinois,Chicago,4400 block of W Adams St,0,4
1867006,1-Dec-20,Pennsylvania,Morrisville,1 Makefield Rd,1,3
1866100,30-Nov-20,Alaska,Palmer,335 N Valley Way,4,0
1864683,29-Nov-20,Mississippi,Grenada,Highway 8 East,0,11
1865110,29-Nov-20,Tennessee,Memphis,3492 W Metropolitan Cir,2,3
1863726,28-Nov-20,South Carolina,Aiken,1695 Richland Ave E,1,10
1864205,28-Nov-20,South Carolina,Conway,3800 block of Golden Key Rd,0,5
1864177,28-Nov-20,Louisiana,New Orleans,7001 Lawrence Rd,0,4
1862947,27-Nov-20,Georgia,Macon,425 Cherry St,1,5
1863099,27-Nov-20,Ohio,Toledo,3257 Stickney Ave,0,6
1862603,26-Nov-20,Nevada,Henderson,870 E Lake Mead Pkwy,1,5
1859390,22-Nov-20,New York,Brooklyn,15 Albany Ave,1,6
1859110,22-Nov-20,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4
1858455,22-Nov-20,Illinois,Chicago,700 block of E 101st St,1,3
1859186,22-Nov-20,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3
1857439,21-Nov-20,Illinois,Chicago,W 79th St and S Justine St,0,6
1857947,21-Nov-20,Arizona,Phoenix,35th Ave and Earll Dr,1,4
1858965,21-Nov-20,Nebraska,Bellevue,1307 Cornhusker Rd,2,2
1857040,20-Nov-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8
1856417,19-Nov-20,Florida,Haines City,422 N 15th St,1,3
1855276,18-Nov-20,Texas,Houston,11614 Manor Park Dr,3,2
1856338,18-Nov-20,South Carolina,Florence,500 block of Gaillard St,0,4
1854207,17-Nov-20,Tennessee,Jackson,Honey Bear Cove,0,4
1854149,16-Nov-20,Florida,Miami,200 block of S Biscayne River Dr,0,4
1853615,16-Nov-20,Illinois,Chicago,700 block of S Pulaski Rd,0,4
1854076,16-Nov-20,Illinois,Chicago,2700 block of S State St,0,4
1852831,15-Nov-20,Louisiana,Shreveport,300 block of Douglas St,0,5
1853089,15-Nov-20,Georgia,Jonesboro,500 Block of Museum Cir,2,2
1852604,14-Nov-20,South Carolina,Sumter,1008 Marilyn Ave,3,1
1852853,14-Nov-20,Missouri,Fulton,1915 N Bluff St,0,4
1852161,14-Nov-20,Ohio,Cincinnati,400 block of Kings Run Dr,0,4
1852363,14-Nov-20,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3
1850981,12-Nov-20,Florida,Tampa,1200 block of E Palifox St,2,4
1850693,12-Nov-20,North Carolina,Gastonia,1225 Union Rd,0,6
1849308,10-Nov-20,Florida,Tampa,N 50th St and Sligh Ave,1,7
1847840,9-Nov-20,Texas,Fort Worth,5310 E Rosedale St,0,4
1846712,8-Nov-20,Virginia,Virginia Beach,3700 block of Whitney Ct,0,4
1846494,8-Nov-20,Tennessee,Nashville,2nd Ave N and Commerce St,0,8
1846764,7-Nov-20,Kansas,Ogden,225 Riley Ave,0,4
1845690,7-Nov-20,South Carolina,Rock Hill,241 Albright Rd,1,3
1845477,6-Nov-20,Louisiana,New Orleans,8622 Belfast St,2,2
1844573,5-Nov-20,Ohio,Toledo,2125 Parkwood Ave,3,2
1843360,4-Nov-20,Missouri,Jefferson City,1299 Lafayette St,0,4
1842362,3-Nov-20,Nevada,Henderson,1445 Stonelake Cove Ave,4,1
1842421,2-Nov-20,Ohio,Mansfield,136 Sturges Ave,0,5
1840600,1-Nov-20,Arizona,Tucson,2500 block of E Aerospace Pkwy,2,2
1840534,1-Nov-20,South Carolina,Hollywood,7800 block of White Point Rd,0,6
1840265,1-Nov-20,Indiana,Evansville,664 E Illinois St,0,4
1840364,1-Nov-20,Oklahoma,Oklahoma City,10601 S Western Ave,1,3
1841432,1-Nov-20,North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,1,3
1840310,1-Nov-20,New Jersey,Atlantic City,2721 Arctic Ave,1,4
1839628,31-Oct-20,California,Sacramento,2800 block of Normington Dr,0,4
1839576,31-Oct-20,Washington,Sumner,127th Ave E and Valley Ave E,0,5
1839462,31-Oct-20,California,Anaheim,1210 S State College Blvd,0,4
1840544,31-Oct-20,Nevada,North Las Vegas,3700 block of Iverson Ln,0,4
1840041,31-Oct-20,Maryland,College Park,7700 Baltimore Ave,0,7
1839112,30-Oct-20,Maryland,Waldorf,2177 Crain Hwy,1,3
1839065,30-Oct-20,Illinois,Chicago,11613 S Vincennes Ave,1,3
1838368,29-Oct-20,Florida,Winter Garden,Center St and 11th St,0,4
1837146,28-Oct-20,Virginia,Roanoke,1400 block of Rorer Ave SW,0,4
1837429,28-Oct-20,New Jersey,Newark,381 S 6th St,1,3
1834216,25-Oct-20,Texas,Fort Worth,1900 block of Carver Ave,2,3
1835030,25-Oct-20,Texas,San Antonio,2800 block of W Hutchins Pl,1,3
1834280,25-Oct-20,North Carolina,Raleigh,1731 Trawick Rd,1,3
1834617,24-Oct-20,Mississippi,Greenwood,W Martin Luther King Dr,2,8
1832977,22-Oct-20,Louisiana,Rayne,I-10,0,5
1832014,22-Oct-20,Florida,Miami,1830 NW 50 St,1,3
1831995,22-Oct-20,Massachusetts,Boston,Columbia Rd and Stanwood St,0,4
1831091,22-Oct-20,Maryland,Baltimore,500 block of W Franklin St,0,4
1830875,21-Oct-20,New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5
1830822,21-Oct-20,Mississippi,Canton,1427 W Peace St,2,2
1830092,20-Oct-20,Texas,Houston,2117 Chenevert St,3,1
1829132,19-Oct-20,Ohio,Mansfield,136 Sturges Ave,0,5
1828796,19-Oct-20,Louisiana,New Orleans,2599 N Prieur St,1,3
1827437,18-Oct-20,Maryland,Annapolis,100 block of Clay St,1,3
1828080,18-Oct-20,Illinois,Chicago,200 block of N Sacramento Blvd,1,4
1828019,18-Oct-20,Tennessee,Nashville,1100 block of W Grove Ave,0,4
1826680,17-Oct-20,New York,Lockport,43 S Niagara St,1,5
1826613,17-Oct-20,South Carolina,Rock Hill,524 N Anderson Rd,0,5
1826444,16-Oct-20,California,San Jose,175 S Capitol Ave,2,4
1825525,16-Oct-20,Florida,Orlando,2000 block of N Forsyth Rd,3,1
1826655,16-Oct-20,Arizona,Mesa,2115 Guadalupe Rd,1,6
1826675,16-Oct-20,California,San Francisco,200 block of Scherwin St,1,3
1824979,15-Oct-20,Louisiana,Lafayette,100 block of Laser Ln,2,2
1825896,15-Oct-20,Maryland,Baltimore,2900 block of Westwood Ave,0,7
1824073,14-Oct-20,Pennsylvania,Philadelphia,3900 block of  Buist Ave,0,4
1821574,12-Oct-20,South Carolina,Myrtle Beach,1012 US-501,2,3
1821496,11-Oct-20,Georgia,Atlanta,330 W Peachtree St NW,0,4
1820156,10-Oct-20,Illinois,Chicago,100 block of S Keeler Ave,1,3
1823101,10-Oct-20,South Carolina,Kingstree,55 Williamsburg County Hwy,0,8
1819955,10-Oct-20,Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,2,2
1818055,8-Oct-20,Pennsylvania,Philadelphia,4935 Frankford Ave,1,6
1816799,7-Oct-20,Alaska,Anchorage,200 block of McCarrey St,1,4
1817184,7-Oct-20,New York,Brooklyn,181 Hegeman Ave,1,3
1815308,5-Oct-20,District of Columbia,Washington,400 block of Orange St SE,1,3
1814148,4-Oct-20,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,1,5
1813872,4-Oct-20,Indiana,Indianapolis,5462 Massachusetts Ave,3,4
1813306,3-Oct-20,Tennessee,Clarksville,100 block of Tiny Town Rd,0,5
1813583,3-Oct-20,California,Sacramento,Roanoke Ave and Haywood St,1,3
1812972,2-Oct-20,California,Los Angeles,51st St and Hoover St,0,4
1812838,2-Oct-20,Washington,Seattle,9700 block of 59th Ave S,0,4
1812049,1-Oct-20,Michigan,Detroit,15018 Houston Whittier St,0,5
1810696,30-Sep-20,North Carolina,Greensboro,700 block of Milton St,0,4
1810881,30-Sep-20,Florida,Jacksonville,12517 Beach Blvd,0,4
1810358,30-Sep-20,Wisconsin,Milwaukee,4217 W Fond du Lac Ave,0,7
1809910,29-Sep-20,Pennsylvania,Philadelphia,4500 block of N 19th St,0,5
1809484,29-Sep-20,Ohio,Painesville,100 block of Morse Ave,2,2
1807325,28-Sep-20,Michigan,Detroit,6609 Michigan Ave,0,6
1806806,27-Sep-20,Ohio,Sandusky,Hancock St and Neil St,1,3
1808628,27-Sep-20,California,San Bernardino,900 block of N Sierra Way,1,3
1807096,27-Sep-20,Tennessee,Nashville,619 Millwood Dr,0,4
1807046,26-Sep-20,Pennsylvania,Philadelphia,100 block of N Lindenwood St,0,4
1806035,26-Sep-20,Alabama,Enterprise,507 Glover Ave,1,3
1806002,26-Sep-20,Iowa,Waterloo,501 W 4th St,2,6
1805722,26-Sep-20,Illinois,Chicago,2400 block of W Lithuanian Plaza Ct,0,4
1806368,26-Sep-20,Missouri,Saint Louis,4700 block of Vernon Ave,0,5
1806500,25-Sep-20,Pennsylvania,Philadelphia,1300 block of Sanger St,0,4
1804511,23-Sep-20,Georgia,Hampton,1577 Glynn Ct,1,3
1802862,23-Sep-20,Minnesota,Minneapolis,200 W Broadway Ave,0,5
1800886,21-Sep-20,Ohio,Struthers,111 Perry St,1,4
1800549,20-Sep-20,New York,Corona (Queens),Merrick Blvd and Foch Blvd,0,4
1800514,20-Sep-20,Connecticut,Stamford,Ursula Pl and Dale St,1,3
1800026,19-Sep-20,New York,Buffalo,Glenwood Ave and Jefferson Ave,1,4
1799748,19-Sep-20,Illinois,Chicago,12200 block of S May St,0,4
1799703,19-Sep-20,Illinois,Chicago,6900 block of S Claremont Ave,0,4
1800188,19-Sep-20,New Jersey,Plainfield,523 W 3rd St,0,4
1799307,19-Sep-20,New York,Rochester,278 Pennsylvania Ave,2,14
1800192,19-Sep-20,New Jersey,Paterson,Elizabeth St and Getty Ave,0,5
1800779,19-Sep-20,Arkansas,West Memphis,900 block of Winchell St,0,5
1799160,18-Sep-20,Arkansas,Little Rock,5311 Mabelvale Pike,0,4
1797620,16-Sep-20,Pennsylvania,Philadelphia,1800 Wallace St,2,3
1796684,15-Sep-20,California,San Jose,600 block of S 8th St,2,4
1796638,15-Sep-20,Illinois,Chicago,3500 block of W Lawrence Ave,0,5
1795391,14-Sep-20,Louisiana,Baker,Burgess Dr,0,4
1793826,13-Sep-20,Michigan,Grand Rapids,3950 Stahl Dr SE,0,7
1794138,13-Sep-20,Tennessee,Beechgrove,I-24 and Beech Grove Rd,3,3
1793559,13-Sep-20,Florida,Tampa,5110 N 40th St,0,4
1794086,13-Sep-20,Illinois,Chicago,6100 block of S Throop St,1,3
1793521,13-Sep-20,New Jersey,New Brunswick,32 Delafield St,2,7
1792650,12-Sep-20,Illinois,Chicago,100 block of N Pine Ave,2,4
1793680,12-Sep-20,North Carolina,Wilson,200 block of Dewey St,0,5
1793771,12-Sep-20,Pennsylvania,Philadelphia,N 18th St and Dauphin St,0,4
1792624,11-Sep-20,Louisiana,Donaldsonville,St Elizabeth St and Front St,0,5
1791482,10-Sep-20,Louisiana,New Orleans,4100 block of Rayne Dr,3,2
1788401,8-Sep-20,Maryland,Baltimore,2300 block of Greenmount Ave,0,5
1788168,7-Sep-20,Louisiana,New Orleans,1500 block of Freret St,0,4
1787655,7-Sep-20,New York,Brooklyn,Norstrand Ave and Crown St,0,5
1788352,7-Sep-20,California,Aguanga,45125 Highway 371,7,0
1787222,7-Sep-20,Indiana,Indianapolis,W 38th St and Graceland Ave,1,4
1786855,6-Sep-20,Georgia,Sparta,Faye St and Lee St,1,6
1786920,6-Sep-20,Illinois,Chicago,S Kingston Ave and E 77th St,0,4
1787977,6-Sep-20,Tennessee,Memphis,6555 Lost Oak Dr,0,4
1786829,6-Sep-20,Colorado,Commerce City,6700 block of Birch St,0,4
1787286,6-Sep-20,Missouri,Kansas City,3999 Swope Pkwy,0,6
1786890,6-Sep-20,Missouri,Saint Louis,5700 block of Minerva Ave,1,3
1787006,6-Sep-20,Louisiana,New Iberia,1752 Center St,0,5
1787387,6-Sep-20,Maryland,Baltimore,4900 block of Reisterstown Rd,0,4
1786488,5-Sep-20,Texas,Houston,9940 Fondren Rd,0,4
1786449,5-Sep-20,Maryland,Baltimore,2000 block of W Lexington St,1,3
1785713,5-Sep-20,Florida,Williston,Co Rd 318 and US-27 Alt,0,6
1786806,5-Sep-20,Arkansas,Little Rock,400 President Clinton Ave,0,4
1805455,3-Sep-20,South Carolina,Anderson,R St and Chase Ave,1,3
1785358,3-Sep-20,Florida,Miami,2000 block of NW 71st St,1,3
1784570,3-Sep-20,Arkansas,Hensley,Woodson Lateral Rd and I-530,1,3
1785108,3-Sep-20,Pennsylvania,Philadelphia,700 block of E Chelten Ave,0,6
1785593,3-Sep-20,Arkansas,Little Rock,19 Nandina Cir,0,4
1783582,2-Sep-20,Pennsylvania,Philadelphia,1800 block of Moore St,2,2
1784141,2-Sep-20,Georgia,Albany,1400 block of E Residence Ave,1,3
1783928,2-Sep-20,California,Oakland,Kerwin Ave and 105th Ave,0,4
1825993,31-Aug-20,Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5
1782962,31-Aug-20,Florida,Tallahassee,2660 Old Bainbridge Rd,0,4
1780301,30-Aug-20,Kentucky,Lexington,545 N Upper St,0,7
1780199,30-Aug-20,Illinois,Zion,2300 block of Joppa Ave,1,3
1780266,30-Aug-20,Texas,San Antonio,S Olive St and Aransas Ave,2,2
1779981,30-Aug-20,New York,Buffalo,500 block of Fillmore Ave,1,4
1784122,30-Aug-20,Pennsylvania,Philadelphia,5317 Oxford Ave,0,4
1779718,30-Aug-20,Illinois,Chicago,11601 S Western Ave,1,4
1780091,30-Aug-20,Kentucky,Madisonville,400 block of Elm St,0,5
1780228,29-Aug-20,Nevada,Las Vegas,777 E Twain Ave,2,2
1778571,29-Aug-20,Illinois,Rock Island,1800 2nd Ave,1,5
1778435,28-Aug-20,Minnesota,Minneapolis,2400 block of Irving Ave N,0,4
1778542,28-Aug-20,Pennsylvania,Chester,2900 block of W 2nd St,1,3
1779023,28-Aug-20,Texas,Dallas,2600 block of Elm St,1,4
1777607,27-Aug-20,Oregon,Portland,10500 block of NE Halsey St,1,3
1777180,26-Aug-20,Michigan,Pontiac,252 Carriage Circle Dr,3,1
1776905,26-Aug-20,South Carolina,Hilton Head Island,Muddy Creek Rd and Spanish Wells Rd,0,4
1777400,26-Aug-20,Pennsylvania,Philadelphia,5500 block of Chew Ave,0,4
1776189,25-Aug-20,Virginia,Norfolk,800 block of E Princess Anne Rd,0,5
1775249,25-Aug-20,New York,Rochester,70 block of Flower St,0,4
1774123,24-Aug-20,Michigan,Detroit,11938 E McNichols Rd,0,4
1773194,24-Aug-20,California,Sacramento,1200 block of Helena Ave,1,3
1774138,24-Aug-20,Florida,West Palm Beach,1000 block of 18th St,0,4
1773996,24-Aug-20,Virginia,Richmond,2300 block of Bethel St,1,4
1772680,23-Aug-20,Tennessee,Somerville,1100 block of Brewer Rd,1,4
1772623,23-Aug-20,Arkansas,Pine Bluff,2901 W 28th Ave,0,7
1772513,23-Aug-20,New York,Brooklyn,2946 W 23rd St,1,3
1772934,23-Aug-20,Colorado,Pueblo,2000 block of Longhorn Point,0,6
1772438,23-Aug-20,Illinois,Champaign,100 block of Kenwood Rd,0,4
1773006,23-Aug-20,Illinois,Chicago,6600 S Halsted St,0,4
1772764,22-Aug-20,Illinois,Rockford,1300 block of 10th St,1,3
1772174,22-Aug-20,Alabama,Bessemer (Hueytown),Allison Bonnet Memorial Dr and Rutledge Dr,1,3
1769444,19-Aug-20,Pennsylvania,Philadelphia,700 block of S 55th St,0,4
1769489,19-Aug-20,Illinois,Chicago,8500 block of S Parnell Ave,0,6
1768125,18-Aug-20,Pennsylvania,Philadelphia,3000 block of Cumberland St,1,4
1767851,18-Aug-20,New York,Corona (Queens),35-35 21st St,0,4
1767747,18-Aug-20,Illinois,Rockford,3001 Harney Ct,0,4
1768683,17-Aug-20,Ohio,Cleveland,Dove Ave and E 102nd St,0,5
1766574,17-Aug-20,New York,Brooklyn,Atlantic Ave and Hinsdale St,0,4
1767402,17-Aug-20,Texas,Dayton,County Rd 4901,3,2
1765658,16-Aug-20,Kentucky,Lexington,1000 block of Newtown Ct,1,3
1765624,16-Aug-20,Ohio,Cincinnati,700 block of Chalfonte Pl,1,3
1765636,16-Aug-20,Ohio,Cincinnati,70 E McMicken Ave,2,9
1766423,16-Aug-20,Ohio,Cincinnati,700 block of Chalfonte Pl,1,3
1766380,16-Aug-20,Colorado,Denver,W Alameda Ave and S Federal Blvd,2,4
1765920,16-Aug-20,Oklahoma,Oklahoma City,SW 59th St and Agnew Ave,0,4
1765336,15-Aug-20,Michigan,Belleville,24914 Martinsville Rd,4,0
1765499,15-Aug-20,Pennsylvania,Philadelphia,N 10th St and Brown St,0,5
1765890,15-Aug-20,New York,Rochester,501 Thurston Rd,0,5
1765705,15-Aug-20,Connecticut,New Haven,Rosette St and Hurlburt St,1,5
1764756,15-Aug-20,Alabama,Troy,4100 US-231 S,2,3
1764619,14-Aug-20,New York,New York (Manhattan),111 Lenox Ave,0,4
1762951,12-Aug-20,New Jersey,Newark,N 12th St,1,4
1762997,12-Aug-20,Ohio,Dayton,2049 Catalpa Dr,1,3
1761557,11-Aug-20,California,Torrance,22904 Lockness Ave,0,5
1759873,9-Aug-20,Colorado,Denver,1400 block of W Byers Pl,0,9
1759779,9-Aug-20,Ohio,Toledo,Monroe St and N Detroit Ave,0,6
1758966,9-Aug-20,District of Columbia,Washington,3300 block of Dubois Pl SE,1,21
1760207,9-Aug-20,Mississippi,Jackson,3600 block of Cromwell St,0,4
1760261,9-Aug-20,Texas,Houston,9700 Homestead Rd,0,4
1759425,8-Aug-20,Kentucky,Paducah,900 block of Boyd St,1,4
1758838,8-Aug-20,Pennsylvania,Philadelphia,1101 N 38th St,0,6
1759439,8-Aug-20,Massachusetts,Brockton,124 Laureston St,0,5
1759237,8-Aug-20,Alabama,Birmingham (Ensley),426 18th St,1,5
1758774,8-Aug-20,New York,Albany,First St and Quail St,1,3
1757380,6-Aug-20,California,Oakland,4500 block of Fairfax Ave,1,3
1756248,5-Aug-20,Illinois,Chicago,700 block of S Karlov Ave,0,4
1755566,4-Aug-20,Wisconsin,Madison,333 S Rosa Rd,0,4
1755297,4-Aug-20,District of Columbia,Washington,5400 block of Georgia Ave NW,0,4
1754613,4-Aug-20,California,Beverly Hills,13200 Mulholland Dr,1,4
1754640,4-Aug-20,Missouri,Saint Louis,5300 block of Bircher Blvd,1,3
1754672,4-Aug-20,Connecticut,Hartford,818 Windsor St,1,5
1754363,3-Aug-20,New York,Bronx,450 St Ann's Ave,0,4
1753320,2-Aug-20,Pennsylvania,Philadelphia,3100 block of Weymouth St,0,4
1753561,2-Aug-20,New Jersey,Newark,200 block of 6th Ave,0,5
1752100,1-Aug-20,Illinois,Chicago,100 block of N Laporte Ave,1,4
1753235,1-Aug-20,Texas,Pointblank,4411 Counts Rd,2,3
1751949,1-Aug-20,Colorado,Denver,3000 block of W Virginia Ave,1,4
1752790,1-Aug-20,Alabama,Montgomery,1100 block of Eastern Blvd,0,4
1752019,31-Jul-20,Pennsylvania,Philadelphia,2500 block of Ingersoll St,1,3
1750611,30-Jul-20,Florida,Tampa,I-275 and N Westshore Blvd,0,5
1750548,30-Jul-20,Florida,Miami Gardens,16701 NW 42 Ave,0,5
1750250,29-Jul-20,Michigan,Detroit,5200 block of Canton St,0,4
1749873,29-Jul-20,Ohio,Elyria,537 Willow Park Rd,5,0
1749746,29-Jul-20,Missouri,Saint Louis,5500 block of Floy Ave,3,2
1749281,28-Jul-20,Delaware,Wilmington,1100 block of Beech St,2,2
1749535,28-Jul-20,Wisconsin,Milwaukee,2600 block of W Atkinson Ave,0,4
1748134,27-Jul-20,Washington,Federal Way,2410 S 312th St,1,3
1747700,27-Jul-20,Illinois,Chicago,705 E 92nd Pl,1,4
1746658,26-Jul-20,Texas,Mount Enterprise,1039 FM 1798,0,4
1746441,26-Jul-20,Michigan,Flint,4462 Corunna Rd,1,3
1746282,26-Jul-20,Kentucky,Louisville,I-64,1,3
1746417,26-Jul-20,Colorado,Commerce City,6300 block of Ivanhoe St,1,3
1748023,26-Jul-20,Arkansas,Magnolia,1000 block of W Monroe St,0,4
1746582,25-Jul-20,Michigan,Flint,4813 Clio Rd,0,6
1745903,25-Jul-20,North Carolina,Raleigh,503 Bragg St,0,4
1746160,25-Jul-20,Florida,Miami,2900 block of Northwest 51st St,1,3
1746430,25-Jul-20,Colorado,Denver,East 33rd Ave and Hudson St,2,3
1746674,25-Jul-20,Texas,Dallas,525 S Riverfront Blvd,0,4
1745737,25-Jul-20,California,Manteca,4447 Woodward Ave,0,7
1744407,24-Jul-20,Georgia,Atlanta,Sunset Ave NW and Lester St NW,2,2
1743168,23-Jul-20,Virginia,Fairfield,3700 block of Meadowbridge Rd,1,3
1743488,23-Jul-20,Virginia,Petersburg,Wesley St,0,4
1744332,23-Jul-20,Illinois,Chicago,120th St and Prairie Ave,2,4
1743108,22-Jul-20,Michigan,Warren,28200 block of Lawson St,0,4
1741838,21-Jul-20,Illinois,Chicago,1018 W 79th St,0,15
1740533,20-Jul-20,Virginia,Richmond,6850 Forest Hill Ave,1,4
1740615,20-Jul-20,Illinois,Chicago,S Lawndale Ave and W Douglas Blvd,0,5
1739920,19-Jul-20,Michigan,Detroit,McKinney St and Meuse St,1,3
1739571,19-Jul-20,Nebraska,Omaha,28th St and T Ave,0,8
1740013,19-Jul-20,Illinois,Chicago,11300 block of South Carpenter St,2,3
1739434,19-Jul-20,Illinois,Peoria,NE Water St and Hamilton Blvd,0,13
1739658,19-Jul-20,District of Columbia,Washington,3600 block of 14th St NW,1,8
1739917,19-Jul-20,Michigan,Detroit,9122 Dexter Ave,4,0
1738635,18-Jul-20,Illinois,Chicago,1600 block of S Keeler Ave,1,4
1739097,17-Jul-20,Ohio,Columbus,E 6th Ave and Summit St,0,4
1739413,17-Jul-20,Florida,Madison,SW Louisiana Terrace,0,4
1736508,16-Jul-20,Tennessee,Nashville,S 7th St and Sylvan St,0,5
1736383,15-Jul-20,Louisiana,Shreveport,6725 Buncombe Rd,1,3
1735326,15-Jul-20,New York,Brooklyn,President St and Franklin Ave,1,5
1735573,14-Jul-20,Missouri,Saint Joseph,S 18th St and Charles St,0,5
1735470,14-Jul-20,North Carolina,Durham,200 Block of S Benjamine St,0,8
1733702,13-Jul-20,New York,Brooklyn,Remsen Ave,0,6
1734064,13-Jul-20,Kentucky,Louisville,1200 block of W Hill St,1,3
1734058,13-Jul-20,Washington,Kent,23201 Pacific Hwy South,0,6
1732993,12-Jul-20,New York,Brooklyn,Madison St and Marcus Garvey Blvd,1,3
1732485,12-Jul-20,Louisiana,Baton Rouge,4718 Plank Rd,1,7
1732688,12-Jul-20,Michigan,Lansing,3029 BeauJardin Dr,0,5
1732365,12-Jul-20,Florida,Fort Lauderdale,3000 block of NW 12th Ct,2,2
1733188,12-Jul-20,Illinois,Chicago,700 block of W 66th Pl,1,3
1732229,12-Jul-20,Illinois,Chicago,1100 block of N Lawndale Ave,1,4
1732532,12-Jul-20,Mississippi,Como,2965 Hunter Chapel Road,2,4
1731349,11-Jul-20,New York,Rochester,485 N Clinton Ave,0,6
1732321,11-Jul-20,Delaware,Wilmington,600 block of N Pine St,0,5
1727743,7-Jul-20,Virginia,Alexandria,7900 block of Janna Lee Ave,0,5
1728683,7-Jul-20,New Jersey,Paterson,Harrison St and Carroll St,4,3
1727567,6-Jul-20,Illinois,Chicago,1305 W 76th St,0,6
1725108,5-Jul-20,South Carolina,Greenville,1701 White Horse Rd,2,8
1725883,5-Jul-20,Illinois,Chicago,3700 block of W Jackson Blvd,0,4
1725802,5-Jul-20,Iowa,Davenport,1000 block of W 3rd St,1,3
1725167,5-Jul-20,New York,New York (Manhattan),549 Academy St,0,5
1726770,5-Jul-20,Arkansas,Helena,1317 Perry St,1,3
1725690,5-Jul-20,Georgia,Atlanta,200 block of Auburn Ave,2,13
1725946,5-Jul-20,Missouri,Columbia,Volunteer Dr and Grace Ln,2,3
1725379,5-Jul-20,Wisconsin,Milwaukee,5800 block of W Hope Ave,0,4
1726446,5-Jul-20,Texas,Houston,Service Rd and Holcombe Blvd,0,4
1725327,5-Jul-20,Maryland,Cambridge,700 block of Weaver Ave,0,4
1725145,5-Jul-20,Illinois,Chicago,1500 block of S Millard Ave,1,5
1725635,5-Jul-20,Pennsylvania,Ephrata,6 Blackberry Ln,0,4
1726034,5-Jul-20,Illinois,Freeport,900 block of S Carroll Ave,1,5
1727515,5-Jul-20,Mississippi,Greenville,Union St,0,4
1725571,5-Jul-20,Michigan,Detroit,San Juan Dr and W McNichols Rd,2,4
1725025,4-Jul-20,Maryland,Temple Hills (Marlow Heights),4600 Dallas Pl,1,3
1725670,4-Jul-20,Georgia,Atlanta,1600 block of Lakewood Ave,0,5
1725407,4-Jul-20,Massachusetts,Lynn,134 Fayette St,1,4
1724231,4-Jul-20,Michigan,Detroit,8340 Homer St,2,3
1725735,4-Jul-20,South Carolina,Barnwell,N/A,0,5
1725098,4-Jul-20,Illinois,Chicago,8300 block of S Kingston Ave,1,3
